heart_rate,o2,body_temp,snoring,movement_freq,movement_intensity,sleep
60,96.716,36.29,0,0,0,FALSE
60,96.811,36.486,1,0,0,TRUE
61,96.763,36.474,0,1,2.799,FALSE
61,96.867,36.543,1,1,2.713,TRUE
55,96.721,36.284,0,1,3.137,TRUE
58,96.739,36.357,1,0,0,TRUE
57,96.613,36.67,0,0,0,TRUE
60,97.153,36.3,0,0,0,FALSE
61,96.579,36.378,1,0,0,TRUE
59,96.745,36.456,1,0,0,TRUE
56,96.628,36.58,0,0,0,FALSE
57,96.916,36.339,0,0,0,FALSE
60,96.967,36.635,0,0,0,FALSE
61,96.642,36.388,0,1,2.805,TRUE
61,96.922,36.324,0,0,0,FALSE
61,96.862,36.418,0,1,3.048,FALSE
61,96.750,36.425,0,0,0,TRUE
58,96.808,36.3,0,0,0,TRUE
58,96.645,36.213,0,0,0,FALSE
56,96.700,36.431,0,0,0,FALSE
57,96.413,36.45,0,0,0,TRUE
55,96.778,36.215,1,0,0,TRUE
60,96.460,36.425,1,0,0,TRUE
59,96.744,36.524,0,0,0,FALSE
55,96.691,36.459,0,0,0,FALSE
62,96.706,36.439,0,0,0,FALSE
57,96.661,36.486,1,0,0,TRUE
64,97.246,36.493,1,1,2.925,TRUE
60,96.707,36.303,0,0,0,FALSE
53,96.504,36.179,0,1,3.09,FALSE
59,97.228,36.472,0,0,0,FALSE
63,96.715,36.3,0,0,0,FALSE
59,97.009,36.312,0,1,2.778,FALSE
57,96.697,36.486,0,2,3.288,FALSE
59,97.098,36.364,1,0,0,TRUE
58,96.939,36.319,0,0,0,FALSE
58,96.649,36.368,0,0,0,FALSE
55,96.810,36.378,1,1,2.958,TRUE
64,96.805,36.453,1,0,0,TRUE
58,96.775,36.62,0,0,0,TRUE
62,97.158,36.314,1,0,0,TRUE
53,96.210,36.566,0,0,0,FALSE
58,96.936,36.478,0,0,0,FALSE
60,96.767,36.294,1,2,3.177,TRUE
59,96.730,36.508,0,0,0,FALSE
58,96.823,36.434,0,0,0,FALSE
58,96.985,36.379,0,0,0,FALSE
57,96.709,36.379,1,0,0,TRUE
54,96.765,36.508,0,0,0,FALSE
60,96.706,36.35,1,0,0,TRUE
55,96.679,36.151,0,0,0,TRUE
53,96.763,36.348,0,1,2.68,FALSE
69,96.930,36.393,1,0,0,TRUE
60,96.879,36.475,0,0,0,FALSE
57,96.765,36.39,0,0,0,TRUE
51,96.245,36.496,0,0,0,FALSE
60,96.833,36.364,0,0,0,TRUE
56,96.546,36.385,1,0,0,TRUE
58,96.709,36.417,1,0,0,TRUE
48,96.172,36.177,1,0,0,TRUE
60,96.807,36.402,1,0,0,TRUE
60,96.931,36.585,0,0,0,FALSE
54,96.603,36.386,0,0,0,FALSE
55,96.395,36.388,1,0,0,TRUE
58,96.490,36.299,0,0,0,TRUE
57,96.850,36.596,0,0,0,FALSE
54,96.367,36.442,1,0,0,TRUE
60,96.742,36.41,1,0,0,TRUE
55,96.616,36.487,1,0,0,TRUE
57,96.901,36.509,1,0,0,TRUE
57,96.631,36.287,0,0,0,FALSE
60,96.615,36.434,0,0,0,FALSE
57,96.656,36.233,1,0,0,TRUE
57,96.784,36.616,1,1,2.954,TRUE
60,96.968,36.422,0,1,2.949,TRUE
59,96.822,36.513,1,0,0,TRUE
59,96.797,36.477,1,1,2.969,TRUE
61,97.142,36.438,1,0,0,TRUE
60,96.776,36.477,0,0,0,FALSE
61,96.765,36.179,1,0,0,TRUE
60,96.869,36.367,0,0,0,FALSE
59,96.745,36.361,1,0,0,TRUE
59,96.948,36.406,0,0,0,FALSE
59,96.680,36.252,1,0,0,TRUE
55,96.571,36.319,1,0,0,TRUE
59,96.906,36.316,1,0,0,TRUE
57,96.801,36.385,0,1,2.925,FALSE
55,96.597,36.165,1,1,2.967,TRUE
53,96.662,36.47,0,0,0,FALSE
60,96.828,36.594,0,0,0,FALSE
56,96.461,36.42,0,0,0,FALSE
58,96.429,36.259,1,1,2.593,TRUE
60,97.094,36.456,1,0,0,TRUE
61,96.820,36.507,1,1,2.894,TRUE
60,96.835,36.444,1,0,0,TRUE
53,96.606,36.416,1,1,2.825,TRUE
55,96.683,36.562,1,0,0,TRUE
57,96.645,36.439,0,2,3.104,TRUE
53,96.588,36.432,0,1,2.745,TRUE
59,96.910,36.434,1,0,0,TRUE
57,96.800,36.476,0,0,0,FALSE
53,96.441,36.556,0,0,0,FALSE
60,96.716,36.328,0,0,0,FALSE
59,96.641,36.174,1,0,0,TRUE
56,96.643,36.445,0,0,0,FALSE
61,96.997,36.469,1,0,0,TRUE
57,96.703,36.312,0,0,0,FALSE
59,96.641,36.44,1,0,0,TRUE
58,96.371,36.468,1,0,0,TRUE
54,96.519,36.323,1,0,0,TRUE
59,96.761,36.598,1,0,0,TRUE
58,96.821,36.365,0,0,0,TRUE
59,96.528,36.278,1,0,0,TRUE
60,96.956,36.433,1,0,0,TRUE
56,96.566,36.469,1,0,0,TRUE
56,96.686,36.354,0,0,0,FALSE
57,96.607,36.398,1,0,0,TRUE
60,96.934,36.415,0,0,0,FALSE
59,96.657,36.521,0,0,0,TRUE
60,96.944,36.442,0,0,0,FALSE
57,96.605,36.433,0,0,0,FALSE
52,96.707,36.358,0,0,0,FALSE
62,97.082,36.346,1,1,2.78,TRUE
58,96.971,36.535,1,0,0,TRUE
59,96.818,36.438,1,0,0,TRUE
57,96.836,36.34,1,1,2.764,TRUE
65,96.915,36.315,0,0,0,TRUE
61,96.701,36.382,1,0,0,TRUE
60,96.845,36.407,0,0,0,FALSE
58,96.544,36.618,0,0,0,TRUE
59,96.537,36.455,1,0,0,TRUE
56,96.934,36.456,0,0,0,TRUE
55,96.643,36.3,0,0,0,FALSE
65,96.959,36.39,1,2,3.328,TRUE
63,96.944,36.451,1,0,0,TRUE
60,96.569,36.3,0,0,0,FALSE
53,96.769,36.338,0,0,0,FALSE
55,96.522,36.521,1,0,0,TRUE
61,96.836,36.292,0,0,0,FALSE
58,96.683,36.543,0,0,0,TRUE
54,96.595,36.451,1,0,0,TRUE
53,96.750,36.462,1,0,0,TRUE
54,96.322,36.486,0,1,2.926,FALSE
60,96.570,36.335,0,1,2.854,FALSE
62,96.879,36.306,1,0,0,TRUE
57,96.312,36.36,1,0,0,TRUE
60,96.609,36.434,0,0,0,FALSE
60,96.601,36.524,1,0,0,TRUE
54,96.671,36.318,1,0,0,TRUE
61,96.669,36.37,0,0,0,FALSE
53,96.657,36.352,1,0,0,TRUE
61,96.669,36.479,0,2,3.154,FALSE
57,96.470,36.466,0,0,0,FALSE
62,96.893,36.449,0,0,0,FALSE
54,96.625,36.354,1,0,0,TRUE
58,96.707,36.37,0,0,0,TRUE
53,96.571,36.36,0,1,2.75,FALSE
58,96.945,36.219,1,0,0,TRUE
56,96.740,36.354,0,0,0,FALSE
60,96.859,36.641,1,0,0,TRUE
61,96.767,36.397,0,1,2.893,FALSE
58,96.889,36.335,0,0,0,FALSE
59,96.794,36.463,0,0,0,TRUE
56,96.728,36.51,1,0,0,TRUE
55,96.395,36.388,0,0,0,FALSE
62,96.801,36.405,1,1,2.941,TRUE
56,96.677,36.525,0,0,0,FALSE
55,96.527,36.384,0,0,0,FALSE
55,96.802,36.376,0,0,0,FALSE
58,96.680,36.427,1,0,0,TRUE
57,96.594,36.433,1,0,0,TRUE
63,97.061,36.485,1,0,0,TRUE
55,96.558,36.45,0,0,0,FALSE
57,96.778,36.433,1,0,0,TRUE
60,96.774,36.216,0,0,0,TRUE
55,96.615,36.264,0,0,0,FALSE
58,97.083,36.406,1,0,0,TRUE
57,96.773,36.525,1,0,0,TRUE
64,96.944,36.322,0,0,0,FALSE
54,96.654,36.57,0,0,0,FALSE
59,96.930,36.358,1,0,0,TRUE
61,96.684,36.379,1,0,0,TRUE
57,96.579,36.481,1,0,0,TRUE
52,96.750,36.558,1,0,0,TRUE
53,96.674,36.464,1,0,0,TRUE
54,96.466,36.361,1,1,2.737,TRUE
59,96.934,36.351,1,0,0,TRUE
52,96.877,36.33,0,1,2.857,FALSE
52,96.628,36.475,1,0,0,TRUE
57,96.800,36.56,0,0,0,FALSE
61,96.729,36.542,0,0,0,FALSE
60,96.804,36.369,0,0,0,TRUE
56,96.695,36.467,0,0,0,FALSE
58,96.886,36.306,1,0,0,TRUE
54,96.863,36.361,0,0,0,FALSE
62,96.332,36.235,1,0,0,TRUE
60,96.737,36.408,1,0,0,TRUE
60,96.791,36.169,0,0,0,FALSE
60,96.931,36.277,0,0,0,FALSE
61,96.582,36.404,0,0,0,TRUE
55,96.720,36.267,1,2,3.093,TRUE
54,96.548,36.212,0,0,0,FALSE
54,96.346,36.276,1,0,0,TRUE
57,96.669,36.514,0,0,0,FALSE
57,96.596,36.449,1,0,0,TRUE
54,96.698,36.498,0,0,0,TRUE
55,96.905,36.545,0,1,2.741,FALSE
55,96.574,36.448,1,0,0,TRUE
56,96.871,36.491,1,0,0,TRUE
61,96.630,36.442,0,0,0,FALSE
61,96.630,36.453,0,0,0,FALSE
56,96.398,36.407,1,0,0,TRUE
63,97.060,36.333,0,1,2.791,TRUE
64,96.782,36.514,1,0,0,TRUE
58,96.687,36.514,0,0,0,FALSE
58,96.828,36.306,0,0,0,TRUE
58,96.658,36.461,0,0,0,FALSE
52,96.557,36.445,1,1,2.663,TRUE
58,96.863,36.352,0,1,2.782,FALSE
58,96.686,36.411,0,0,0,FALSE
58,96.863,36.277,0,0,0,FALSE
52,96.389,36.283,0,0,0,FALSE
59,97.075,36.375,0,1,3.088,FALSE
57,96.659,36.351,1,0,0,TRUE
61,96.966,36.186,1,0,0,TRUE
61,96.878,36.552,0,1,2.547,FALSE
57,96.698,36.516,1,0,0,TRUE
59,96.963,36.442,1,0,0,TRUE
61,96.569,36.481,0,0,0,FALSE
61,96.879,36.375,0,0,0,FALSE
56,96.859,36.242,1,0,0,TRUE
60,96.675,36.22,1,0,0,TRUE
59,96.891,36.562,1,0,0,TRUE
57,96.987,36.192,1,0,0,TRUE
60,96.834,36.424,0,0,0,FALSE
60,96.615,36.275,1,0,0,TRUE
58,96.579,36.513,0,0,0,FALSE
56,96.647,36.379,0,0,0,TRUE
61,96.891,36.406,1,1,2.67,TRUE
62,96.701,36.492,0,0,0,TRUE
59,96.559,36.353,1,0,0,TRUE
61,96.714,36.209,0,0,0,FALSE
60,96.792,36.643,0,0,0,FALSE
56,96.974,36.274,0,0,0,FALSE
56,96.501,36.372,1,0,0,TRUE
58,96.719,36.427,0,0,0,TRUE
65,96.965,36.385,0,0,0,FALSE
55,96.822,36.506,0,0,0,FALSE
58,96.851,36.216,1,0,0,TRUE
63,96.890,36.44,1,0,0,TRUE
60,96.901,36.419,0,0,0,FALSE
51,96.335,36.443,1,0,0,TRUE
59,96.715,36.334,0,0,0,FALSE
61,96.967,36.492,1,1,2.613,TRUE
64,96.969,36.405,1,0,0,TRUE
58,96.765,36.56,1,0,0,TRUE
62,96.779,36.465,1,0,0,TRUE
54,96.656,36.338,1,0,0,TRUE
55,96.584,36.283,0,0,0,FALSE
59,96.589,36.407,0,0,0,FALSE
54,96.842,36.424,0,0,0,FALSE
64,96.917,36.443,0,0,0,FALSE
51,96.763,36.463,0,2,3.346,FALSE
58,97.134,36.587,1,0,0,TRUE
55,96.435,36.337,1,0,0,TRUE
62,96.696,36.35,1,0,0,TRUE
56,96.558,36.432,0,0,0,FALSE
57,96.245,36.401,1,0,0,TRUE
58,96.737,36.52,0,1,2.656,FALSE
54,96.685,36.485,0,0,0,FALSE
58,96.569,36.527,1,0,0,TRUE
58,96.750,36.377,0,0,0,TRUE
58,96.504,36.522,1,0,0,TRUE
55,96.824,36.348,1,0,0,TRUE
54,96.758,36.415,1,0,0,TRUE
60,96.935,36.299,0,1,2.822,FALSE
57,96.558,36.368,1,0,0,TRUE
60,96.738,36.425,1,0,0,TRUE
58,96.748,36.415,0,0,0,TRUE
58,96.663,36.443,0,0,0,TRUE
60,96.849,36.518,1,0,0,TRUE
57,96.605,36.341,1,0,0,TRUE
58,96.839,36.449,0,0,0,TRUE
54,96.443,36.261,0,0,0,FALSE
57,96.539,36.313,1,1,3.017,TRUE
58,96.610,36.462,0,0,0,FALSE
57,96.451,36.395,1,0,0,TRUE
54,96.722,36.358,0,0,0,FALSE
55,96.830,36.456,1,0,0,TRUE
62,96.788,36.423,1,0,0,TRUE
60,96.555,36.3,0,1,2.884,FALSE
55,96.464,36.349,1,0,0,TRUE
59,96.912,36.476,1,1,2.76,TRUE
61,96.863,36.507,0,0,0,FALSE
52,96.143,36.364,0,0,0,FALSE
58,96.628,36.571,0,0,0,FALSE
57,96.636,36.189,0,0,0,FALSE
57,96.738,36.57,0,0,0,FALSE
59,96.993,36.46,1,0,0,TRUE
60,96.687,36.386,0,0,0,FALSE
56,96.686,36.475,0,0,0,FALSE
55,96.644,36.405,0,1,3.017,FALSE
59,96.783,36.513,1,0,0,TRUE
63,96.956,36.546,1,0,0,TRUE
57,96.676,36.705,0,0,0,FALSE
59,96.784,36.437,1,0,0,TRUE
64,97.232,36.44,1,0,0,TRUE
55,96.449,36.383,1,0,0,TRUE
60,96.908,36.428,0,0,0,FALSE
64,96.823,36.525,1,1,2.911,TRUE
58,96.943,36.356,0,0,0,FALSE
58,96.585,36.638,1,0,0,TRUE
57,96.365,36.369,1,0,0,TRUE
57,96.517,36.309,1,0,0,TRUE
52,96.552,36.598,0,0,0,FALSE
64,97.233,36.445,0,0,0,TRUE
62,97.036,36.424,0,1,2.908,TRUE
61,96.795,36.355,0,0,0,TRUE
58,96.956,36.338,0,0,0,TRUE
56,96.665,36.261,1,0,0,TRUE
57,96.664,36.37,1,0,0,TRUE
62,96.870,36.551,0,0,0,TRUE
58,96.595,36.324,0,2,3.117,TRUE
57,96.612,36.528,1,0,0,TRUE
60,96.912,36.544,1,0,0,TRUE
57,96.791,36.369,0,0,0,FALSE
54,96.500,36.376,0,0,0,TRUE
64,96.620,36.3,1,0,0,TRUE
61,96.986,36.369,0,0,0,FALSE
59,97.066,36.421,1,1,2.675,TRUE
59,96.835,36.477,1,0,0,TRUE
57,96.600,36.36,0,0,0,FALSE
64,96.860,36.493,0,1,2.924,FALSE
58,96.685,36.51,1,0,0,TRUE
58,96.596,36.508,1,0,0,TRUE
61,96.893,36.514,0,0,0,FALSE
64,96.611,36.382,0,0,0,FALSE
56,96.651,36.527,0,0,0,TRUE
57,96.947,36.315,0,0,0,FALSE
57,96.667,36.492,1,0,0,TRUE
60,96.727,36.47,0,0,0,TRUE
63,96.817,36.178,1,0,0,TRUE
59,96.728,36.481,0,0,0,FALSE
56,96.725,36.191,0,0,0,FALSE
59,96.800,36.37,0,0,0,FALSE
58,96.910,36.443,1,0,0,TRUE
61,96.792,36.459,0,0,0,FALSE
57,96.836,36.248,0,0,0,TRUE
60,96.695,36.356,0,0,0,TRUE
60,96.678,36.187,1,0,0,TRUE
57,96.678,36.41,1,0,0,TRUE
57,96.783,36.572,0,0,0,FALSE
56,96.450,36.393,1,0,0,TRUE
60,96.670,36.315,0,1,2.955,FALSE
61,96.737,36.257,0,0,0,FALSE
60,96.969,36.354,0,0,0,FALSE
56,97.009,36.58,1,1,3.021,TRUE
59,96.742,36.488,1,0,0,TRUE
65,97.138,36.283,1,0,0,TRUE
56,96.758,36.293,1,0,0,TRUE
59,96.627,36.404,0,0,0,TRUE
58,96.634,36.307,0,0,0,FALSE
59,96.866,36.402,1,0,0,TRUE
62,96.810,36.302,0,0,0,FALSE
58,96.772,36.332,1,0,0,TRUE
57,96.697,36.34,0,2,3.216,FALSE
53,96.511,36.496,1,0,0,TRUE
57,96.798,36.382,0,0,0,FALSE
58,96.900,36.434,1,0,0,TRUE
56,96.323,36.371,1,0,0,TRUE
62,96.666,36.338,1,1,3.093,TRUE
63,97.080,36.558,1,0,0,TRUE
62,96.594,36.301,1,0,0,TRUE
55,96.281,36.349,0,0,0,FALSE
58,96.551,36.513,1,0,0,TRUE
61,96.706,36.64,0,0,0,FALSE
60,96.552,36.42,0,0,0,TRUE
59,96.765,36.358,0,0,0,FALSE
57,96.909,36.405,0,0,0,TRUE
61,96.716,36.458,0,1,2.865,FALSE
60,96.772,36.385,0,0,0,FALSE
61,96.665,36.244,0,0,0,FALSE
59,96.452,36.108,0,0,0,FALSE
61,97.058,36.331,0,1,2.794,FALSE
54,96.498,36.487,1,0,0,TRUE
58,96.876,36.538,0,0,0,FALSE
59,96.735,36.229,0,0,0,FALSE
60,96.883,36.306,1,0,0,TRUE
58,96.924,36.302,1,0,0,TRUE
56,96.540,36.477,1,0,0,TRUE
57,96.781,36.472,0,1,2.938,FALSE
63,97.027,36.315,0,0,0,TRUE
53,96.476,36.427,1,1,2.862,TRUE
61,96.844,36.496,0,1,2.615,FALSE
58,96.557,36.317,1,0,0,TRUE
60,96.758,36.518,1,0,0,TRUE
53,96.569,36.494,1,1,2.669,TRUE
62,97.096,36.322,1,0,0,TRUE
62,96.803,36.456,0,0,0,FALSE
58,96.755,36.427,1,0,0,TRUE
59,96.353,36.465,1,0,0,TRUE
59,96.526,36.224,1,0,0,TRUE
56,96.457,36.495,0,0,0,TRUE
57,96.866,36.419,0,0,0,FALSE
61,96.854,36.557,1,1,3.228,TRUE
57,96.704,36.34,1,1,2.938,TRUE
63,96.938,36.409,1,0,0,TRUE
57,96.718,36.259,0,0,0,FALSE
61,96.680,36.389,1,0,0,TRUE
59,96.758,36.422,1,0,0,TRUE
55,96.499,36.315,0,1,2.647,TRUE
57,96.769,36.55,0,0,0,FALSE
60,96.642,36.51,1,1,2.921,TRUE
58,96.868,36.521,1,0,0,TRUE
59,97.032,36.318,0,0,0,FALSE
60,96.983,36.446,1,0,0,TRUE
59,96.734,36.284,0,0,0,FALSE
61,96.977,36.423,0,0,0,TRUE
59,96.899,36.365,1,0,0,TRUE
63,96.928,36.354,0,0,0,TRUE
57,96.620,36.282,0,0,0,FALSE
58,96.545,36.304,1,1,2.797,TRUE
56,96.862,36.48,1,1,2.753,TRUE
57,96.742,36.455,1,2,3.01,TRUE
53,96.538,36.362,0,0,0,FALSE
64,97.017,36.273,1,0,0,TRUE
62,97.059,36.388,0,0,0,FALSE
57,96.977,36.426,0,0,0,FALSE
55,96.580,36.403,1,0,0,TRUE
59,96.571,36.361,1,1,2.822,TRUE
56,96.806,36.409,0,0,0,FALSE
56,96.669,36.463,1,0,0,TRUE
58,96.874,36.518,1,1,2.868,TRUE
62,96.773,36.499,1,0,0,TRUE
55,96.731,36.491,1,1,2.728,TRUE
58,96.761,36.207,1,0,0,TRUE
60,96.697,36.421,1,0,0,TRUE
49,96.540,36.615,1,0,0,TRUE
55,97.062,36.491,0,0,0,FALSE
60,96.770,36.423,0,0,0,TRUE
61,96.990,36.299,1,0,0,TRUE
56,96.494,36.464,1,0,0,TRUE
61,96.979,36.519,0,0,0,FALSE
57,96.418,36.413,1,0,0,TRUE
53,96.473,36.415,0,0,0,FALSE
58,96.680,36.305,0,0,0,FALSE
59,96.813,36.538,0,0,0,FALSE
57,96.403,36.517,0,0,0,FALSE
57,96.462,36.433,0,0,0,FALSE
55,96.691,36.501,0,1,2.853,FALSE
53,96.654,36.536,0,0,0,FALSE
57,96.523,36.534,0,0,0,TRUE
59,96.803,36.449,1,0,0,TRUE
55,96.629,36.362,0,0,0,FALSE
60,96.584,36.18,0,1,2.713,FALSE
59,96.459,36.481,0,0,0,FALSE
58,96.755,36.407,0,0,0,TRUE
56,96.580,36.424,1,1,2.682,TRUE
58,96.515,36.426,1,1,3.12,TRUE
62,97.010,36.25,0,0,0,FALSE
59,96.792,36.634,0,0,0,FALSE
59,97.036,36.414,0,0,0,FALSE
64,96.922,36.577,0,0,0,TRUE
63,96.900,36.466,1,0,0,TRUE
59,96.904,36.244,0,0,0,TRUE
57,96.663,36.367,0,0,0,FALSE
61,96.748,36.47,0,0,0,TRUE
55,96.610,36.425,1,0,0,TRUE
59,96.615,36.436,1,1,2.83,TRUE
62,96.875,36.434,0,0,0,FALSE
59,96.937,36.57,1,1,2.966,TRUE
60,96.834,36.348,1,0,0,TRUE
59,96.747,36.467,0,0,0,FALSE
57,96.543,36.436,1,0,0,TRUE
60,96.903,36.427,1,0,0,TRUE
55,96.714,36.5,1,0,0,TRUE
55,96.337,36.524,0,0,0,FALSE
62,96.952,36.436,0,1,2.987,TRUE
61,97.065,36.308,0,0,0,FALSE
60,96.753,36.453,0,1,2.842,FALSE
56,96.612,36.493,0,0,0,FALSE
60,97.018,36.442,1,0,0,TRUE
54,96.305,36.474,0,0,0,FALSE
59,96.799,36.551,0,0,0,FALSE
58,96.680,36.464,1,0,0,TRUE
59,96.684,36.418,0,0,0,FALSE
60,96.791,36.497,1,0,0,TRUE
61,96.829,36.53,1,0,0,TRUE
63,96.602,36.408,1,0,0,TRUE
52,96.493,36.38,0,0,0,FALSE
66,97.109,36.421,0,1,2.773,FALSE
59,96.241,36.545,1,0,0,TRUE
54,96.488,36.416,1,1,2.939,TRUE
55,96.557,36.284,0,0,0,FALSE
54,96.695,36.365,1,0,0,TRUE
62,96.811,36.407,0,0,0,FALSE
57,96.674,36.2,0,0,0,FALSE
59,96.622,36.469,0,0,0,FALSE
59,96.837,36.36,1,0,0,TRUE
57,96.633,36.423,0,1,2.828,FALSE
55,96.707,36.336,0,0,0,FALSE
57,96.541,36.254,1,0,0,TRUE
55,97.022,36.455,0,0,0,FALSE
58,96.894,36.53,1,0,0,TRUE
59,96.555,36.284,1,0,0,TRUE
54,96.288,36.394,1,1,2.934,TRUE
